Bioguide_ID,Name,Gender,Party,Born,Number_of_House_Terms,Present_Cong115,Present_Cong116,House_Election_Candidate_Vote_Share_2016,House_Election_Candidate_Vote_Share_2018,District,District_Presidential_VoteShare_Dem2016,District_Presidential_VoteShare_GOP2016,District_Density,District_Percent_Female,District_Percent_Male,District_Percent_Senior,District_Median_Age,District_Percent_White,District_Percent_Black,District_Percent_Asian,District_Percent_Hispanic,District_Percent_AmericanIndian,District_Mean_Income,District_Mean_Minus_National_Mean_Income,District_Median_Income,District_Median_Minus_National_Median_Income,District_Unemployment_Rate,DW-Nominate_1,DW-Nominate_2,TBIP_Floor_Speeches,TBIP_Tweets,Standardized_Vote_Ideal_Point,Standardized_Speech_Ideal_Point,Standardized_Tweet_Ideal_Point,Progressive_Caucus_Cong115,NewDems_Caucus_Cong115,BlueDog_Caucus_Cong115,ProblemSolvers_Caucus_Cong115,RSC_Caucus_Cong115,Freedom_Caucus_Cong115,GOP_Leadership_Cong115,DEM_Leadership_Cong115,CommitteeChair_Cong115,TopCommittee_Cong115,Progressive_Caucus_Cong116,NewDems_Caucus_Cong116,BlueDog_Caucus_Cong116,ProblemSolvers_Caucus_Cong116,RSC_Caucus_Cong116,Freedom_Caucus_Cong116,GOP_Leadership_Cong116,DEM_Leadership_Cong116,CommitteeChair_Cong116,TopCommittee_Cong116
C001051,John Carter,M,Republican,1941,9,1,1,54.45894198161568,50.58617446426137,TX-31,40.8,53.5,Sparse suburban,50.3,49.7,0.39,35.0,74.6,12.3,5.9,25.3,0.5,96783,4459,75813,10101,3.8,0.472,0.607,-0.12283612787723541,0.4793907701969147,0.9555378556251526,-0.625941812992096,1.0344180093801354,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
C001053,Tom Cole,M,Republican,1949,9,1,1,66.69535527634493,63.06130038286327,OK-04,28.3,65.7,Rural-suburban mix,50.19,49.81,0.51,36.5,75.1,7.1,2.4,8.8,5.9,77458,-14866,59463,-6249,2.5,0.331,0.356,-0.2958306074142456,0.4747130274772644,0.8381490707397461,-1.2295221090316772,1.021842128256519,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1
C001055,Ed Case,M,Democrat,1952,3,0,1,,73.09552632578945,HI-01,63.1,30.5,Urban-suburban mix,43.46,56.54,2.91,39.1,16.8,2.4,50.5,9.1,0.2,110739,18415,86674,20962,2.1,-0.204,-0.14,-0.029696987941861153,-0.07095663994550705,-0.6651463508605957,-0.30097803473472595,-0.4451639217865613,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
C001059,Jim Costa,M,Democrat,1952,8,1,1,57.80969075149156,57.545170293580675,CA-16,58.0,36.4,Dense suburban,51.56,48.44,0.99,31.0,56.0,5.3,9.3,62.1,1.1,68470,-23854,50401,-15311,5.6,-0.19,0.47,0.05834612622857094,0.03886650502681732,-0.5416741371154785,0.006205674260854721,-0.14990980060717532,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
C001061,Emanuel Cleaver,M,Democrat,1944,8,1,1,60.156564784435616,61.67309759148652,MO-05,54.1,40.6,Dense suburban,50.79,49.21,0.65,37.5,68.7,21.2,1.7,9.4,0.4,72508,-19816,55239,-10473,2.4,-0.453,0.018,-0.002250073244795203,-0.26512613892555237,-1.1490405797958374,-0.20521533489227295,-0.9671790652760511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C001062,Mike Conaway,M,Republican,1948,8,1,1,84.87391377473791,80.13676563343725,TX-11,19.1,77.8,Rural-suburban mix,50.14,49.86,0.51,35.6,83.1,4.3,1.1,39.9,0.6,86178,-6146,64070,-1642,2.1,0.591,0.365,0.2569676637649536,0.6443725228309631,1.042551040649414,0.6991991400718689,1.4779633330628272,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0
C001063,Henry Cuellar,M,Democrat,1955,8,1,1,74.02029239838353,84.3908465372847,TX-28,58.3,38.5,Sparse suburban,50.45,49.55,0.82,31.2,87.7,3.9,0.7,78.9,0.5,69962,-22362,53597,-12115,3.6,-0.227,0.624,0.15406696498394012,0.19440795481204987,-0.4909716248512268,0.34017708897590637,0.26825573339642117,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1
C001066,Kathy Castor,F,Democrat,1966,7,1,1,61.78718623571216,100.0,FL-14,57.2,39.0,Dense suburban,49.47,50.53,0.89,36.4,68.6,19.0,4.4,32.9,0.1,87268,-5056,60022,-5690,2.8,-0.438,0.045,-0.29634833335876465,-0.29619908332824707,-1.1157475709915161,-1.2313284873962402,-1.0507171472931478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C001067,Yvette D. Clarke,F,Democrat,1964,7,1,1,79.55118233407782,82.22718178377076,NY-09,83.5,14.4,Pure urban,52.25,47.75,2.19,37.2,36.2,46.7,7.3,12.1,0.3,101158,8834,69754,4042,3.0,-0.615,-0.199,-0.36438900232315063,-0.4307447671890259,-1.1998547315597534,-1.4687232971191406,-1.412436597749648,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
C001068,Steve Cohen,M,Democrat,1949,7,1,1,79.3049147166108,79.97696665123762,TN-09,77.5,19.8,Dense suburban,50.65,49.35,1.88,34.1,27.6,65.1,2.4,8.1,0.1,61059,-31265,43708,-22004,4.8,-0.4,-0.354,-0.20288409292697906,-0.30347740650177,-1.1331963539123535,-0.9052304029464722,-1.0702845609999727,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
C001069,Joe Courtney,M,Democrat,1953,7,1,1,57.13360812824624,57.990619617175234,CT-02,48.7,45.8,Rural-suburban mix,50.27,49.73,0.58,42.3,86.2,4.3,3.8,9.0,0.4,103969,11645,80280,14568,3.1,-0.344,0.015,-0.12543480098247528,0.10590611398220062,-1.0879015922546387,-0.6350086331367493,0.03032288924448972,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C001072,Andre Carson,M,Democrat,1974,7,1,1,62.18103702106307,64.86286512619718,IN-07,59.0,36.2,Dense suburban,50.86,49.14,0.7,33.9,57.9,30.7,4.2,11.5,0.3,61395,-30929,46118,-19594,4.1,-0.43,0.057,-0.24687311053276062,-0.046423498541116714,-1.1795858144760132,-1.058708667755127,-0.3792077783256519,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
C001076,Jason Chaffetz,M,Republican,1967,5,1,0,70.648868078131,,UT-03,23.3,47.2,Sparse suburban,49.71,50.29,13.75,28.4,89.6,0.9,2.0,10.8,1.4,100537,12673,74706,12769,2.8,0.647,-0.278,0.29971015453338623,0.5475649833679199,0.910115122795105,0.8483282923698425,1.2177010268349144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C001077,Mike Coffman,M,Republican,1955,5,1,0,47.05406548917777,,CO-06,50.2,41.3,Dense suburban,50.28,49.72,15.41,37.0,73.6,9.7,6.2,21.2,0.9,107250,19386,82450,20513,3.6,0.492,-0.213,0.3238123059272766,0.456543892621994,0.7549519538879395,0.9324210286140442,0.9729953032485987,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C001078,Gerald Connolly,M,Democrat,1950,6,1,1,79.12014000775939,71.10819140308192,VA-11,66.9,27.5,Dense suburban,49.8,50.2,1.03,37.0,55.5,13.9,18.7,19.1,0.5,145694,53370,118099,52387,2.6,-0.306,-0.013,-0.1857898086309433,-0.2658110558986664,-1.0594135522842407,-0.8455881476402283,-0.9690204308554887,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
C001080,Judy Chu,F,Democrat,1953,6,1,1,56.65661438259257,50.0,CA-27,66.0,28.4,Urban-suburban mix,50.4,49.6,2.45,41.5,38.3,3.9,39.3,27.8,0.7,121654,29330,90792,25080,2.1,-0.487,-0.373,-0.24702346324920654,-0.4736577570438385,-1.2419400215148926,-1.05923330783844,-1.5278060593504383,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
C001084,David N. Cicilline,M,Democrat,1961,5,1,1,65.51477736987786,66.69175048683674,RI-01,60.5,34.9,Urban-suburban mix,51.28,48.72,0.96,39.3,75.9,8.6,3.2,19.1,0.4,90710,-1614,66652,940,2.7,-0.39,-0.29,-0.34570425748825073,-0.2406969666481018,-1.2175321578979492,-1.4035320281982422,-0.9015024376968999,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
C001087,Rick Crawford,M,Republican,1966,5,1,1,72.94344008030895,68.9492906656066,AR-01,30.2,65.0,Pure rural,50.42,49.58,0.52,40.1,77.4,17.6,0.5,3.4,0.3,60979,-31345,43193,-22519,3.5,0.402,0.492,0.46820327639579773,0.4413849115371704,1.003159523010254,1.4362032413482666,0.9322411285315806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C001090,Matt Cartwright,M,Democrat,1961,4,1,1,55.09492632643925,54.642054108943206,PA-08,43.7,53.3,Rural-suburban mix,51.08,48.92,0.62,43.0,84.3,7.9,1.9,12.7,0.3,72782,-19542,56149,-9563,2.8,-0.371,-0.049,-0.20954318344593048,-0.22332993149757385,-1.0920937061309814,-0.9284640550613403,-0.8548120182761774,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
C001091,Joaquin Castro,M,Democrat,1974,4,1,1,80.27038750722961,80.8534394026622,TX-20,61.0,34.3,Dense suburban,51.52,48.48,0.8,32.6,78.5,5.7,3.0,68.4,1.1,71462,-20862,54908,-10804,3.4,-0.397,-0.013,-0.19348552823066711,-0.32946082949638367,-1.2050553560256958,-0.8724386096000671,-1.1401397151520432,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
C001093,Doug Collins,M,Republican,1966,4,1,1,89.25781105084695,79.50547292204139,GA-09,19.3,77.8,Pure rural,51.12,48.88,0.53,41.3,87.4,6.5,1.4,13.4,0.2,80198,-12126,59728,-5984,2.1,0.616,0.108,0.0643896609544754,0.5108263492584229,1.013582468032837,0.02729165554046631,1.1189310168332514,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0
C001094,Paul Cook,M,Republican,1943,4,1,1,54.80228000790631,50.0,CA-08,39.6,54.7,Rural-suburban mix,49.33,50.67,1.09,33.4,73.9,8.5,2.4,44.8,1.5,73035,-19289,56140,-9572,4.5,0.379,0.194,0.3854053318500519,0.42637816071510315,0.8688743114471436,1.147320032119751,0.8918962173851727,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
C001097,Tony Cardenas,M,Democrat,1963,4,1,1,59.50174579604286,80.60985700618002,CA-29,77.7,16.8,Pure urban,50.33,49.67,1.31,35.1,58.2,4.0,7.4,67.0,0.5,79657,-12667,60970,-4742,3.3,-0.382,0.023,-0.2461119145154953,-0.42122694849967957,-1.1090434789657593,-1.0560529232025146,-1.3868484105476167,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
C001101,Katherine Clark,F,Democrat,1963,4,1,1,74.89447873716057,75.88332412534852,MA-05,69.3,25.7,Urban-suburban mix,51.32,48.68,1.02,38.2,73.8,5.6,13.4,10.0,0.2,144700,52376,106311,40599,2.2,-0.488,-0.386,-0.45301058888435364,-0.4167323112487793,-1.185387372970581,-1.7779253721237183,-1.3747647994666454,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1
C001103,"Earl ""Buddy"" Carter",M,Republican,1957,3,1,1,76.87047282885263,57.738657986381206,GA-01,40.9,56.4,Rural-suburban mix,49.88,50.12,0.67,36.6,62.1,30.7,1.7,7.0,0.4,73443,-18881,55542,-10170,3.3,0.586,0.273,0.49473777413368225,0.5132783651351929,1.066280484199524,1.5287824869155884,1.125523140861352,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
C001105,Barbara Comstock,F,Republican,1959,2,1,0,48.39727144155712,,VA-10,52.2,42.2,Sparse suburban,49.93,50.07,15.63,38.4,68.7,6.7,16.0,13.6,0.2,163632,75768,127220,65283,3.1,0.276,0.389,0.25540053844451904,0.3124423921108246,0.7227326035499573,0.6937313675880432,0.5855855099415689,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C001106,Ryan Costello,M,Republican,1976,2,1,0,49.91637776476486,,PA-06,52.6,43.3,Sparse suburban,51.04,48.96,20.07,39.2,81.7,6.5,4.4,15.8,0.1,114717,26853,84628,22691,4.7,0.217,-0.055,0.2678261399269104,,0.5469774603843689,0.7370845079421997,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C001107,Carlos Curbelo,M,Republican,1980,2,1,0,51.204708372011,,FL-26,56.8,40.5,Urban-suburban mix,50.78,49.22,17.82,39.2,79.0,11.0,1.5,72.0,0.6,80446,-7418,61501,-436,4.7,0.211,-0.185,0.23519986867904663,0.18177209794521332,0.48487401008605957,0.6232509613037109,0.23428485398383017,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C001108,James Comer Jr.,M,Republican,1972,3,1,1,70.74799506197081,68.58805813175256,KY-01,23.9,72.4,Pure rural,50.22,49.78,0.49,40.4,88.7,7.0,0.6,3.1,0.4,62181,-30143,46999,-18713,2.7,0.644,-0.053,0.47787800431251526,,1.0440458059310913,1.4699585437774658,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
C001109,Liz Cheney,F,Republican,1966,2,1,1,61.76491686465971,63.58567914730801,WY-AL,22.5,70.1,Pure rural,49.24,50.76,0.52,38.1,90.9,1.2,0.8,10.1,2.4,83155,-9169,65003,-709,2.3,0.503,0.52,0.13618044555187225,0.4566207230091095,0.9965132474899292,0.2777707576751709,0.973201857963758,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
C001110,Lou Correa,M,Democrat,1958,2,1,1,55.9358376196285,69.14600178479677,CA-46,66.3,27.9,Pure urban,49.06,50.94,1.45,33.8,50.7,2.1,13.8,67.0,0.6,91091,-1233,71800,6088,2.9,-0.279,0.335,0.12286576628684998,-0.4268622100353241,-0.8238080143928528,0.23131564259529114,-1.4019985338913072,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
C001111,Charlie Crist,M,Democrat,1956,2,1,1,54.60804116448404,57.644705667079954,FL-13,49.6,46.4,Dense suburban,51.09,48.91,0.75,47.8,78.9,12.1,3.5,10.8,0.2,83589,-8735,56612,-9100,3.1,-0.216,0.015,-0.019211584702134132,-0.18269720673561096,-0.857558012008667,-0.2643943130970001,-0.7455729371722764,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1
C001112,Salud Carbajal,M,Democrat,1964,2,1,1,55.873463867819126,58.555502037400984,CA-24,56.7,36.5,Sparse suburban,50.41,49.59,0.43,36.5,80.3,2.0,5.0,37.0,1.2,106618,14294,76308,10596,2.6,-0.298,0.139,-0.12467226386070251,-0.3069548010826111,-0.9558252692222595,-0.6323481202125549,-1.0796333652180536,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
C001114,John Curtis (Utah),M,Republican,1960,2,1,1,70.648868078131,67.54900370087074,UT-03,23.3,47.2,Sparse suburban,49.73,50.27,0.61,28.7,90.3,0.7,1.9,10.9,1.5,104957,12633,78931,13219,2.4,0.55,0.008,0.3629838824272156,0.22158387303352356,0.9985263347625732,1.0690912008285522,0.34131685228667047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
C001115,Michael Cloud (Texas),M,Republican,1975,2,1,1,70.648868078131,60.320796833493226,TX-27,36.5,60.1,Rural-suburban mix,50.45,49.55,0.57,36.7,85.7,4.9,1.6,54.3,0.2,72691,-19633,55987,-9725,2.9,0.637,-0.233,0.5731862783432007,0.3792332112789154,1.2469878196716309,1.802490472793579,0.7651493406923225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
C001117,Sean Casten,M,Democrat,1971,1,0,1,,53.57525535273866,IL-06,50.2,43.2,Sparse suburban,50.8,49.2,1.11,42.1,82.0,2.1,9.5,11.7,0.2,139434,47110,105292,39580,2.1,-0.31,0.073,-0.11054982244968414,-0.2295958548784256,-0.7398520708084106,-0.5830747485160828,-0.8716576449576657,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
C001118,Ben Cline,M,Republican,1972,1,0,1,,59.691090600866445,VA-06,34.9,59.7,Rural-suburban mix,51.47,48.53,0.6,39.7,82.2,11.9,1.5,5.6,0.3,76740,-15584,59939,-5773,2.0,0.724,-0.236,0.3344707190990448,0.29318225383758545,1.3002350330352783,0.9696084260940552,0.533805575929556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
C001119,Angie Craig,F,Democrat,1972,1,0,1,,52.655280973346585,MN-02,45.3,46.5,Sparse suburban,50.26,49.74,0.47,38.1,82.7,5.7,5.0,6.5,0.3,110658,18334,90531,24819,2.4,-0.301,0.695,0.07070669531822205,0.024629343301057816,-0.5343586206436157,0.04933188110589981,-0.18818570933740902,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
C001120,Daniel Crenshaw,M,Republican,1984,1,0,1,,52.844429595431905,TX-02,43.1,52.4,Dense suburban,49.61,50.39,1.3,35.9,66.4,11.9,8.3,31.6,0.5,114057,21733,80922,15210,3.1,0.379,0.381,0.11657194048166275,0.23958569765090942,1.114732027053833,0.2093563824892044,0.3897138719528903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
C001121,Jason Crow,M,Democrat,1979,1,0,1,,54.10317256651203,CO-06,50.2,41.3,Dense suburban,49.97,50.03,0.7,36.7,73.2,9.8,6.3,21.0,0.7,113012,20688,87312,21600,2.6,-0.25,0.374,0.061733391135931015,-0.04819057509303093,-0.6541775465011597,0.018023891374468803,-0.38395847668275696,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
C001122,Joe Cunningham,M,Democrat,1982,1,0,1,,50.604836605400216,SC-01,40.4,53.5,Sparse suburban,51.26,48.74,0.62,39.8,72.0,19.0,2.1,6.1,0.4,104432,12108,77185,11473,2.1,-0.12,0.45,0.07833581417798996,-0.11433983594179153,-0.28824764490127563,0.07594998925924301,-0.5617975094612171,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
C001123,Gil Cisneros,M,Democrat,1972,1,0,1,,51.55712315819193,CA-39,51.5,42.9,Dense suburban,50.77,49.23,1.7,40.5,51.9,1.7,32.7,32.9,0.3,118771,26447,96431,30719,3.1,-0.384,0.588,-0.026841234415769577,-0.32288917899131775,-0.7047758102416992,-0.29101425409317017,-1.122472156141051,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
C001124,TJ Cox,M,Democrat,1963,1,0,1,,50.37934797915786,CA-21,55.2,39.7,Rural-suburban mix,48.14,51.86,0.88,29.8,71.1,2.9,3.2,75.3,1.7,61549,-30775,46037,-19675,5.2,-0.323,0.379,0.031149832531809807,-0.27750205993652344,-0.649238109588623,-0.08868259191513062,-1.000451119930838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D000096,Danny K. Davis,M,Democrat,1941,12,1,1,85.76830620791637,87.61507941342495,IL-07,87.4,9.2,Pure urban,49.75,50.25,2.31,35.1,39.5,42.5,7.8,17.3,0.2,110288,17964,64312,-1400,4.5,-0.486,-0.263,-0.2629217505455017,-0.19371667504310608,-1.2857469320297241,-1.114702582359314,-0.7751982354808747,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
D000191,Peter DeFazio,M,Democrat,1947,17,1,1,55.724819296499106,55.97047946730027,OR-04,46.1,46.0,Rural-suburban mix,50.85,49.15,0.48,41.6,87.9,0.9,2.3,8.5,0.9,73782,-18542,55886,-9826,3.4,-0.429,0.008,-0.20962615311145782,-0.33636927604675293,-1.097663402557373,-0.9287535548210144,-1.1587127337580763,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0
D000197,Diana DeGette,F,Democrat,1957,12,1,1,70.80532475702157,73.81421882480869,CO-01,69.0,23.2,Urban-suburban mix,49.86,50.14,0.52,35.3,78.5,7.8,3.4,27.1,0.6,109121,16797,77507,11795,2.2,-0.432,-0.313,-0.22453920543193817,-0.35564887523651123,-1.1510974168777466,-0.9807854294776917,-1.2105449874865355,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
D000216,Rosa DeLauro,F,Democrat,1943,15,1,1,61.33091104831113,60.395057708176836,CT-03,55.9,40.4,Sparse suburban,51.78,48.22,0.92,41.3,71.5,15.5,4.2,16.7,0.2,95139,2815,70574,4862,4.0,-0.416,-0.121,-0.515967845916748,-0.38646894693374634,-1.1668182611465454,-1.9975841045379639,-1.2934032336781371,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1
D000399,Lloyd Doggett,M,Democrat,1946,13,1,1,67.12490712204738,71.25271169235367,TX-35,64.1,30.5,Dense suburban,50.01,49.99,0.85,33.0,76.9,9.2,1.8,60.6,0.6,69054,-23270,53898,-11814,2.7,-0.403,-0.311,-0.24081815779209137,-0.3366432785987854,-1.2448866367340088,-1.0375828742980957,-1.159449376136344,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
D000482,Michael F. Doyle,M,Democrat,1953,13,1,1,60.414499718055524,100.0,PA-18,62.1,34.6,Urban-suburban mix,52.03,47.97,0.98,38.5,73.5,18.1,4.3,2.7,0.1,81907,-10417,58743,-6969,3.4,-0.33,0.118,0.0396680124104023,-0.28372108936309814,-1.1092606782913208,-0.05896253511309624,-1.017170674523768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D000533,Jimmy Duncan (politician),M,Republican,1947,16,1,0,70.96097534024568,,TN-02,29.7,65.1,Rural-suburban mix,51.22,48.78,21.88,39.8,88.9,6.2,1.6,4.3,0.3,74163,-13701,54284,-7653,4.5,0.604,-0.476,0.19111742079257965,0.24397839605808258,0.7289329767227173,0.46944665908813477,0.4015234254686163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D000598,Susan Davis (politician),F,Democrat,1944,10,1,1,67.99027839151569,69.07408647514454,CA-53,64.5,29.6,Urban-suburban mix,50.69,49.31,1.12,35.8,62.7,8.1,15.1,33.8,0.6,105290,12966,82083,16371,4.0,-0.343,-0.108,-0.17064198851585388,,-1.1450722217559814,-0.7927371859550476,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
D000600,Mario Diaz-Balart,M,Republican,1961,9,1,1,61.48942789405366,60.45338156874721,FL-25,47.9,49.7,Urban-suburban mix,50.93,49.07,0.92,42.8,90.5,4.1,1.1,76.0,0.1,74887,-17437,56270,-9442,1.8,0.278,0.115,-0.14033016562461853,-0.05283183231949806,0.7799817323684692,-0.6869787573814392,-0.3964362683532956,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
D000610,Theodore E. Deutch,M,Democrat,1966,6,1,1,60.38191565190163,62.02369634812871,FL-22,56.8,41.0,Dense suburban,49.94,50.06,1.09,45.8,76.8,15.1,3.5,23.2,0.1,105354,13030,69452,3740,2.8,-0.401,-0.102,-0.26048293709754944,-0.374178022146225,-1.1224421262741089,-1.1061935424804688,-1.260359687187677,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0
D000612,Jeff Denham,M,Republican,1967,4,1,0,49.80682056232602,,CA-10,48.5,45.5,Dense suburban,50.03,49.97,16.24,35.0,75.3,3.2,7.2,44.8,0.9,84600,-3264,65609,3672,7.7,0.306,0.212,0.35935696959495544,,0.755078911781311,1.0564368963241577,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D000614,Sean Duffy,M,Republican,1971,5,1,1,60.9359651209804,60.11058109280138,WI-07,37.3,57.7,Pure rural,49.87,50.13,0.37,45.0,93.2,0.8,1.7,2.6,2.1,76858,-15466,60706,-5006,1.8,0.511,-0.109,0.2596924901008606,0.609562337398529,0.9175547361373901,0.7087060809135437,1.3843778624360772,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D000615,Jeff Duncan,M,Republican,1966,5,1,1,70.5329766976504,67.78748386412265,SC-03,29.0,67.0,Pure rural,50.9,49.1,0.57,40.6,75.1,19.2,1.0,4.7,0.2,70574,-21750,50815,-14897,2.7,0.73,-0.192,0.2920377254486084,0.32846009731292725,1.1251070499420166,0.8215590715408325,0.6286483221925665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
D000616,Scott DesJarlais,M,Republican,1964,5,1,1,64.24429817722226,63.37808828527302,TN-04,27.4,68.6,Rural-suburban mix,51.22,48.78,0.52,37.8,83.3,9.9,2.0,7.3,0.2,74449,-17875,59461,-6251,2.6,0.579,-0.097,0.42920300364494324,0.4949381947517395,1.0980583429336548,1.3001307249069214,1.0762164952520743,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0
D000617,Suzan DelBene,F,Democrat,1962,5,1,1,57.29431305258004,59.2676630312283,WA-01,54.1,37.8,Sparse suburban,49.42,50.58,1.0,38.8,75.1,1.5,13.0,9.7,1.1,138538,46214,106190,40478,2.3,-0.28,-0.232,-0.21718931198120117,-0.11404632776975632,-1.0941414833068848,-0.9551414847373962,-0.561008427183387,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
D000619,Rodney Davis (Illinois),M,Republican,1970,4,1,1,55.36604740550929,50.378439816813724,IL-13,44.2,49.7,Rural-suburban mix,50.62,49.38,0.62,36.8,80.9,11.9,4.0,4.0,0.2,73396,-18928,53578,-12134,3.1,0.289,0.149,0.30814191699028015,0.45052748918533325,0.7707404494285583,0.8777468204498291,0.9568204986589145,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
D000621,Ron DeSantis,M,Republican,1978,3,1,0,57.490558120016786,,FL-06,39.9,56.9,Sparse suburban,51.4,48.6,29.93,47.6,82.0,10.5,1.8,13.4,0.3,71855,-16009,51745,-10192,4.4,0.663,-0.105,0.33649003505706787,0.5430524349212646,0.8914852738380432,0.9766538143157959,1.2055692623855139,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D000623,Mark DeSaulnier,M,Democrat,1952,3,1,1,73.05180435275052,74.1324211679441,CA-11,71.5,22.7,Urban-suburban mix,50.55,49.45,1.24,39.8,54.0,7.4,14.8,29.1,0.6,149198,56874,103580,37868,2.7,-0.529,-0.348,-0.12050317227840424,-0.28750085830688477,-1.2271775007247925,-0.6178021430969238,-1.027332397337662,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
D000624,Debbie Dingell,F,Democrat,1953,3,1,1,66.10812458879599,68.0817844875572,MI-12,60.8,34.5,Dense suburban,50.66,49.34,0.98,36.4,77.6,11.3,5.5,6.2,0.3,84978,-7346,62253,-3459,2.5,-0.409,-0.127,-0.1540006846189499,-0.27068227529525757,-1.1865530014038086,-0.734675407409668,-0.9821164645046339,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
